CustomerID,Age,Subscription Months,Satisfaction Score (1-10),Feedback
4085,22.0,9.0,,The subscription saves me so much time!
4086,22.0,3.0,7.0,"Some meals were great, others were average."
4087,32.0,9.0,9.0,"Healthy, tasty, and super easy to prepare!"
4088,19.0,1.0,7.0,I wish they had more flexible delivery times.
4089,22.0,5.0,9.0,The subscription saves me so much time!
4090,22.0,1.0,6.0,I wish they had more flexible delivery times.
4091,25.0,1.0,5.0,"Not bad, but not outstanding either."
4092,24.0,3.0,10.0,"Great meal plans, and customer service is fantastic."
4093,18.0,,7.0,"Good quality, needs more variety."
4094,23.0,8.0,7.0,"Some meals were great, others were average."
4095,25.0,8.0,9.0,Loved the variety and convenience of the meals!
4096,22.0,1.0,5.0,"Good quality, needs more variety."
4097,28.0,1.0,8.0,The subscription saves me so much time!
4098,30.0,,6.0,"The service was okay, but portions could be bigger."
4099,25.0,1.0,,"Good quality, needs more variety."
4100,26.0,3.0,7.0,"Some meals were great, others were average."
4101,14.0,5.0,4.0,Delivery was late.
4102,23.0,13.0,5.0,"Good quality, needs more variety."
4103,30.0,,10.0,The subscription saves me so much time!
4104,23.0,10.0,9.0,"Healthy, tasty, and super easy to prepare!"
4105,21.0,2.0,7.0,I wish they had more flexible delivery times.
4106,36.0,10.0,7.0,"Not bad, but not outstanding either."
4107,34.0,2.0,6.0,"Good quality, needs more variety."
4108,27.0,1.0,10.0,"Great meal plans, and customer service is fantastic."
4109,31.0,6.0,7.0,"The service was okay, but portions could be bigger."
4110,14.0,9.0,,"Good quality, needs more variety."
4111,,1.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
4112,23.0,1.0,5.0,"Not bad, but not outstanding either."
4113,24.0,,,The subscription saves me so much time!
4114,23.0,15.0,,The ingredients didn’t seem fresh.
4115,12.0,7.0,10.0,Fresh ingredients and well-balanced meals—highly recommend!
4116,27.0,4.0,6.0,"Good quality, needs more variety."
4117,,14.0,7.0,I wish they had more flexible delivery times.
4118,33.0,10.0,3.0,The ingredients didn’t seem fresh.
4119,21.0,,6.0,"Not bad, but not outstanding either."
4120,21.0,3.0,5.0,I wish they had more flexible delivery times.
4121,,1.0,6.0,"The service was okay, but portions could be bigger."
4122,24.0,4.0,7.0,"Some meals were great, others were average."
4123,,2.0,9.0,Loved the variety and convenience of the meals!
4124,22.0,3.0,7.0,"Good quality, needs more variety."
4125,36.0,5.0,8.0,"Healthy, tasty, and super easy to prepare!"
4126,24.0,1.0,5.0,"Good quality, needs more variety."
4127,26.0,13.0,5.0,I wish they had more flexible delivery times.
4128,18.0,,10.0,"Great meal plans, and customer service is fantastic."
4129,26.0,5.0,6.0,"The service was okay, but portions could be bigger."
4130,15.0,10.0,10.0,Loved the variety and convenience of the meals!
4131,28.0,5.0,7.0,"The service was okay, but portions could be bigger."
4132,29.0,,7.0,"The service was okay, but portions could be bigger."
4133,,5.0,9.0,Loved the variety and convenience of the meals!
4134,20.0,15.0,10.0,"Healthy, tasty, and super easy to prepare!"
4135,26.0,24.0,7.0,I wish they had more flexible delivery times.
4136,28.0,7.0,6.0,"The service was okay, but portions could be bigger."
4137,27.0,,7.0,"Not bad, but not outstanding either."
4138,,1.0,,Loved the variety and convenience of the meals!
4139,13.0,16.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
4140,27.0,24.0,7.0,I wish they had more flexible delivery times.
4141,24.0,,8.0,Loved the variety and convenience of the meals!
4142,22.0,11.0,,Loved the variety and convenience of the meals!
4143,29.0,5.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
4144,25.0,2.0,8.0,"Great meal plans, and customer service is fantastic."
4145,,15.0,4.0,The ingredients didn’t seem fresh.
4146,15.0,7.0,2.0,I canceled my subscription after a week.
4147,19.0,,8.0,"Healthy, tasty, and super easy to prepare!"
4148,37.0,8.0,,"Good quality, needs more variety."
4149,29.0,15.0,6.0,"Good quality, needs more variety."
4150,26.0,10.0,,"Some meals were great, others were average."
4151,24.0,1.0,7.0,"Not bad, but not outstanding either."
4152,24.0,5.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
4153,31.0,24.0,,"Good quality, needs more variety."
4154,23.0,6.0,6.0,"Good quality, needs more variety."
4155,28.0,22.0,9.0,The subscription saves me so much time!
4156,23.0,13.0,7.0,"Some meals were great, others were average."
4157,35.0,8.0,,The subscription saves me so much time!
4158,29.0,3.0,6.0,"Some meals were great, others were average."
4159,31.0,2.0,6.0,"Good quality, needs more variety."
4160,22.0,8.0,7.0,"Good quality, needs more variety."
4161,30.0,4.0,7.0,"Some meals were great, others were average."
4162,23.0,12.0,,The subscription saves me so much time!
4163,26.0,11.0,6.0,"Good quality, needs more variety."
4164,33.0,2.0,3.0,The ingredients didn’t seem fresh.
4165,20.0,9.0,6.0,"Not bad, but not outstanding either."
4166,26.0,5.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
4167,27.0,3.0,6.0,"Good quality, needs more variety."
4168,28.0,,7.0,"The service was okay, but portions could be bigger."
4169,23.0,18.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
4170,35.0,3.0,6.0,"Good quality, needs more variety."
4171,19.0,2.0,4.0,The meals were bland and arrived late!
4172,32.0,3.0,7.0,"Not bad, but not outstanding either."
4173,31.0,1.0,6.0,"The service was okay, but portions could be bigger."
4174,35.0,6.0,5.0,"Some meals were great, others were average."
4175,17.0,1.0,7.0,"Not bad, but not outstanding either."
4176,21.0,13.0,8.0,The subscription saves me so much time!
4177,32.0,2.0,7.0,I wish they had more flexible delivery times.
4178,16.0,7.0,8.0,"Great meal plans, and customer service is fantastic."
4179,17.0,1.0,10.0,"Great meal plans, and customer service is fantastic."
4180,23.0,24.0,,"The service was okay, but portions could be bigger."
4181,26.0,4.0,,The subscription saves me so much time!
4182,33.0,13.0,6.0,I wish they had more flexible delivery times.
4183,24.0,11.0,5.0,"Some meals were great, others were average."
4184,22.0,10.0,6.0,"Good quality, needs more variety."
4185,27.0,14.0,,"The service was okay, but portions could be bigger."
4186,27.0,1.0,8.0,"Great meal plans, and customer service is fantastic."
4187,27.0,9.0,10.0,Fresh ingredients and well-balanced meals—highly recommend!
4188,24.0,2.0,6.0,"The service was okay, but portions could be bigger."
4189,,12.0,6.0,"The service was okay, but portions could be bigger."
4190,20.0,,7.0,I wish they had more flexible delivery times.
4191,32.0,18.0,8.0,The subscription saves me so much time!
4192,26.0,1.0,8.0,"Great meal plans, and customer service is fantastic."
4193,23.0,3.0,10.0,"Great meal plans, and customer service is fantastic."
4194,31.0,3.0,2.0,I canceled my subscription after a week.
4195,19.0,1.0,2.0,Delivery was late.
4196,24.0,1.0,6.0,"The service was okay, but portions could be bigger."
4197,26.0,3.0,,The subscription saves me so much time!
4198,23.0,24.0,4.0,The meals were bland and arrived late!
4199,26.0,6.0,1.0,Too expensive for the portion size.
4200,24.0,7.0,8.0,"Healthy, tasty, and super easy to prepare!"
4201,18.0,5.0,,"Some meals were great, others were average."
4202,26.0,8.0,5.0,"Not bad, but not outstanding either."
4203,18.0,24.0,5.0,"Good quality, needs more variety."
4204,26.0,,5.0,I wish they had more flexible delivery times.
4205,32.0,1.0,7.0,"Some meals were great, others were average."
4206,,5.0,6.0,I wish they had more flexible delivery times.
4207,19.0,24.0,8.0,"Healthy, tasty, and super easy to prepare!"
4208,,3.0,1.0,I canceled my subscription after a week.
4209,21.0,7.0,5.0,"Good quality, needs more variety."
4210,28.0,1.0,5.0,"Good quality, needs more variety."
4211,24.0,1.0,6.0,"Not bad, but not outstanding either."
4212,34.0,16.0,6.0,"Good quality, needs more variety."
4213,31.0,2.0,,"Great meal plans, and customer service is fantastic."
4214,24.0,2.0,3.0,Delivery was late.
4215,29.0,3.0,7.0,"Not bad, but not outstanding either."
4216,23.0,,8.0,Fresh ingredients and well-balanced meals—highly recommend!
4217,25.0,1.0,,The subscription saves me so much time!
4218,23.0,13.0,6.0,"The service was okay, but portions could be bigger."
4219,29.0,3.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
4220,32.0,15.0,3.0,The meals were bland and arrived late!
4221,29.0,24.0,,The ingredients didn’t seem fresh.
4222,30.0,3.0,,"Great meal plans, and customer service is fantastic."
4223,30.0,1.0,7.0,"Good quality, needs more variety."
4224,28.0,1.0,9.0,"Great meal plans, and customer service is fantastic."
4225,19.0,11.0,4.0,Delivery was late.
4226,,1.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
4227,34.0,2.0,10.0,"Great meal plans, and customer service is fantastic."
4228,,1.0,8.0,"Great meal plans, and customer service is fantastic."
4229,23.0,3.0,,"Great meal plans, and customer service is fantastic."
4230,28.0,1.0,,"Some meals were great, others were average."
4231,28.0,15.0,,The meals were bland and arrived late!
4232,24.0,15.0,,"Healthy, tasty, and super easy to prepare!"
4233,19.0,4.0,6.0,I wish they had more flexible delivery times.
4234,,7.0,8.0,The subscription saves me so much time!
4235,28.0,8.0,4.0,Too expensive for the portion size.
4236,29.0,11.0,,"Not bad, but not outstanding either."
4237,27.0,5.0,10.0,"Great meal plans, and customer service is fantastic."
4238,24.0,5.0,6.0,I wish they had more flexible delivery times.
4239,30.0,7.0,10.0,Loved the variety and convenience of the meals!
4240,25.0,9.0,7.0,I wish they had more flexible delivery times.
4241,23.0,,3.0,I canceled my subscription after a week.
4242,24.0,3.0,9.0,The subscription saves me so much time!
4243,,2.0,,"Some meals were great, others were average."
4244,24.0,6.0,,The subscription saves me so much time!
4245,28.0,3.0,7.0,"Good quality, needs more variety."
4246,27.0,,4.0,The meals were bland and arrived late!
4247,33.0,4.0,,"Some meals were great, others were average."
4248,24.0,14.0,,Fresh ingredients and well-balanced meals—highly recommend!
4249,27.0,1.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
4250,29.0,6.0,,"Some meals were great, others were average."
4251,37.0,6.0,9.0,"Healthy, tasty, and super easy to prepare!"
4252,26.0,3.0,7.0,I wish they had more flexible delivery times.
4253,20.0,4.0,7.0,"Good quality, needs more variety."
4254,29.0,12.0,,"Some meals were great, others were average."
4255,34.0,2.0,7.0,"Good quality, needs more variety."
4256,23.0,16.0,9.0,"Great meal plans, and customer service is fantastic."
4257,29.0,,,"Some meals were great, others were average."
4258,31.0,8.0,,"Healthy, tasty, and super easy to prepare!"
4259,,11.0,7.0,"Good quality, needs more variety."
4260,,7.0,5.0,I wish they had more flexible delivery times.
4261,22.0,5.0,9.0,"Great meal plans, and customer service is fantastic."
4262,25.0,,6.0,"Not bad, but not outstanding either."
4263,27.0,2.0,9.0,"Great meal plans, and customer service is fantastic."
4264,30.0,1.0,6.0,"Some meals were great, others were average."
4265,,2.0,7.0,"The service was okay, but portions could be bigger."
4266,,7.0,8.0,"Healthy, tasty, and super easy to prepare!"
4267,28.0,1.0,8.0,"Great meal plans, and customer service is fantastic."
4268,,19.0,3.0,The ingredients didn’t seem fresh.
4269,27.0,4.0,5.0,"Some meals were great, others were average."
4270,21.0,15.0,9.0,The subscription saves me so much time!
4271,,2.0,7.0,I wish they had more flexible delivery times.
4272,,,6.0,"The service was okay, but portions could be bigger."
4273,18.0,1.0,4.0,Delivery was late.
4274,15.0,2.0,,"Not bad, but not outstanding either."
4275,33.0,5.0,3.0,Too expensive for the portion size.
4276,28.0,,,"The service was okay, but portions could be bigger."
4277,,3.0,6.0,I wish they had more flexible delivery times.
4278,20.0,8.0,5.0,"Good quality, needs more variety."
4279,,,7.0,"Not bad, but not outstanding either."
4280,26.0,1.0,,Loved the variety and convenience of the meals!
4281,17.0,5.0,10.0,"Healthy, tasty, and super easy to prepare!"
4282,32.0,1.0,4.0,Too expensive for the portion size.
4283,,17.0,9.0,"Healthy, tasty, and super easy to prepare!"
4284,23.0,11.0,,"Great meal plans, and customer service is fantastic."
4285,23.0,3.0,5.0,"Good quality, needs more variety."
4286,15.0,8.0,7.0,I wish they had more flexible delivery times.
4287,,1.0,6.0,"The service was okay, but portions could be bigger."
4288,26.0,9.0,7.0,I wish they had more flexible delivery times.
4289,24.0,13.0,10.0,"Great meal plans, and customer service is fantastic."
4290,31.0,13.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
4291,18.0,2.0,8.0,The subscription saves me so much time!
4292,22.0,2.0,6.0,"Not bad, but not outstanding either."
4293,21.0,5.0,,The meals were bland and arrived late!
4294,24.0,24.0,,"Not bad, but not outstanding either."
4295,25.0,20.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
4296,27.0,,4.0,Delivery was late.
4297,23.0,12.0,,"Not bad, but not outstanding either."
4298,,20.0,7.0,"The service was okay, but portions could be bigger."
4299,33.0,2.0,,"Not bad, but not outstanding either."
4300,37.0,14.0,5.0,"Good quality, needs more variety."
4301,26.0,2.0,6.0,I wish they had more flexible delivery times.
4302,21.0,3.0,4.0,The meals were bland and arrived late!
4303,,1.0,5.0,"Good quality, needs more variety."
4304,18.0,,,The subscription saves me so much time!
4305,23.0,14.0,4.0,I canceled my subscription after a week.
4306,22.0,6.0,4.0,I canceled my subscription after a week.
4307,19.0,1.0,6.0,"Good quality, needs more variety."
4308,24.0,2.0,8.0,"Healthy, tasty, and super easy to prepare!"
4309,21.0,6.0,7.0,"Not bad, but not outstanding either."
4310,,7.0,6.0,"Not bad, but not outstanding either."
4311,25.0,6.0,7.0,"Not bad, but not outstanding either."
4312,22.0,1.0,4.0,Delivery was late.
4313,23.0,11.0,8.0,Loved the variety and convenience of the meals!
4314,24.0,19.0,8.0,"Healthy, tasty, and super easy to prepare!"
4315,29.0,,6.0,"Some meals were great, others were average."
4316,24.0,10.0,9.0,The subscription saves me so much time!
4317,29.0,19.0,5.0,"The service was okay, but portions could be bigger."
4318,28.0,8.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
4319,28.0,8.0,7.0,I wish they had more flexible delivery times.
4320,32.0,10.0,6.0,"Not bad, but not outstanding either."
4321,19.0,2.0,7.0,I wish they had more flexible delivery times.
4322,23.0,6.0,7.0,"The service was okay, but portions could be bigger."
4323,34.0,14.0,9.0,Loved the variety and convenience of the meals!
4324,24.0,2.0,5.0,"Not bad, but not outstanding either."
4325,11.0,,5.0,I wish they had more flexible delivery times.
4326,24.0,7.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
4327,26.0,4.0,6.0,I wish they had more flexible delivery times.
4328,12.0,7.0,9.0,"Great meal plans, and customer service is fantastic."
4329,32.0,4.0,10.0,Fresh ingredients and well-balanced meals—highly recommend!
4330,21.0,14.0,6.0,"Good quality, needs more variety."
4331,27.0,,,The subscription saves me so much time!
4332,24.0,18.0,,"The service was okay, but portions could be bigger."
4333,19.0,5.0,9.0,"Great meal plans, and customer service is fantastic."
4334,20.0,8.0,7.0,I wish they had more flexible delivery times.
4335,20.0,24.0,8.0,"Healthy, tasty, and super easy to prepare!"
4336,30.0,1.0,6.0,"Some meals were great, others were average."
4337,24.0,10.0,4.0,Too expensive for the portion size.
4338,22.0,1.0,8.0,The subscription saves me so much time!
4339,20.0,14.0,3.0,Too expensive for the portion size.
4340,31.0,7.0,,"Some meals were great, others were average."
4341,32.0,22.0,,The subscription saves me so much time!
4342,31.0,16.0,7.0,"Good quality, needs more variety."
4343,27.0,1.0,,"Healthy, tasty, and super easy to prepare!"
4344,26.0,1.0,9.0,Loved the variety and convenience of the meals!
4345,19.0,7.0,6.0,"Some meals were great, others were average."
4346,,5.0,7.0,I wish they had more flexible delivery times.
4347,22.0,1.0,7.0,"Good quality, needs more variety."
4348,16.0,1.0,,I canceled my subscription after a week.
4349,30.0,6.0,5.0,"Not bad, but not outstanding either."
4350,22.0,1.0,,"Not bad, but not outstanding either."
4351,31.0,16.0,3.0,Delivery was late.
4352,29.0,13.0,7.0,"Some meals were great, others were average."
4353,,12.0,7.0,"The service was okay, but portions could be bigger."
4354,28.0,1.0,4.0,The ingredients didn’t seem fresh.
4355,22.0,1.0,8.0,Loved the variety and convenience of the meals!
4356,34.0,6.0,8.0,The subscription saves me so much time!
4357,25.0,24.0,7.0,"Good quality, needs more variety."
4358,27.0,3.0,6.0,I wish they had more flexible delivery times.
4359,22.0,3.0,8.0,The subscription saves me so much time!
4360,20.0,1.0,8.0,The subscription saves me so much time!
4361,27.0,,8.0,The subscription saves me so much time!
4362,26.0,8.0,5.0,"Not bad, but not outstanding either."
4363,,,8.0,Fresh ingredients and well-balanced meals—highly recommend!
4364,18.0,,9.0,Fresh ingredients and well-balanced meals—highly recommend!
4365,19.0,8.0,6.0,"Not bad, but not outstanding either."
4366,31.0,5.0,,Fresh ingredients and well-balanced meals—highly recommend!
4367,22.0,8.0,,"The service was okay, but portions could be bigger."
4368,23.0,13.0,7.0,I wish they had more flexible delivery times.
4369,32.0,9.0,6.0,I wish they had more flexible delivery times.
4370,19.0,7.0,,"Some meals were great, others were average."
4371,21.0,15.0,4.0,Too expensive for the portion size.
4372,21.0,18.0,,"Good quality, needs more variety."
4373,,3.0,5.0,"Good quality, needs more variety."
4374,35.0,,7.0,"The service was okay, but portions could be bigger."
4375,,13.0,9.0,Loved the variety and convenience of the meals!
4376,29.0,1.0,8.0,"Healthy, tasty, and super easy to prepare!"
4377,22.0,21.0,2.0,I canceled my subscription after a week.
4378,35.0,1.0,10.0,The subscription saves me so much time!
4379,26.0,20.0,8.0,Loved the variety and convenience of the meals!
4380,29.0,7.0,5.0,"Good quality, needs more variety."
4381,,11.0,7.0,I wish they had more flexible delivery times.
4382,24.0,,7.0,"Some meals were great, others were average."
4383,33.0,24.0,6.0,"Not bad, but not outstanding either."
4384,28.0,,7.0,"Not bad, but not outstanding either."
4385,32.0,2.0,6.0,"Good quality, needs more variety."
4386,,1.0,,"Not bad, but not outstanding either."
4387,21.0,22.0,6.0,"Good quality, needs more variety."
4388,,4.0,4.0,Delivery was late.
4389,26.0,8.0,7.0,"Good quality, needs more variety."
4390,22.0,9.0,8.0,The subscription saves me so much time!
4391,,16.0,8.0,"Great meal plans, and customer service is fantastic."
4392,31.0,,9.0,Fresh ingredients and well-balanced meals—highly recommend!
4393,,,8.0,"Great meal plans, and customer service is fantastic."
4394,26.0,9.0,6.0,"Good quality, needs more variety."
4395,,11.0,9.0,"Great meal plans, and customer service is fantastic."
4396,22.0,1.0,4.0,Delivery was late.
4397,32.0,1.0,5.0,"Some meals were great, others were average."
4398,19.0,1.0,,I wish they had more flexible delivery times.
4399,26.0,3.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
4400,26.0,5.0,9.0,"Healthy, tasty, and super easy to prepare!"
4401,25.0,7.0,8.0,Loved the variety and convenience of the meals!
4402,19.0,24.0,9.0,"Great meal plans, and customer service is fantastic."
4403,29.0,3.0,5.0,"The service was okay, but portions could be bigger."
4404,29.0,,8.0,The subscription saves me so much time!
4405,22.0,,7.0,"Not bad, but not outstanding either."
4406,29.0,1.0,9.0,The subscription saves me so much time!
4407,27.0,7.0,7.0,I wish they had more flexible delivery times.
4408,,,6.0,"Not bad, but not outstanding either."
4409,21.0,,8.0,"Great meal plans, and customer service is fantastic."
4410,31.0,5.0,,Loved the variety and convenience of the meals!
4411,27.0,1.0,6.0,"The service was okay, but portions could be bigger."
4412,22.0,3.0,7.0,"Good quality, needs more variety."
4413,21.0,7.0,5.0,"Some meals were great, others were average."
4414,,14.0,,The ingredients didn’t seem fresh.
4415,23.0,,7.0,"The service was okay, but portions could be bigger."
4416,21.0,4.0,,Loved the variety and convenience of the meals!
4417,16.0,19.0,8.0,Loved the variety and convenience of the meals!
4418,31.0,2.0,3.0,Too expensive for the portion size.
4419,30.0,11.0,6.0,"Some meals were great, others were average."
4420,19.0,5.0,3.0,Too expensive for the portion size.
4421,26.0,18.0,10.0,Fresh ingredients and well-balanced meals—highly recommend!
4422,20.0,12.0,5.0,"Not bad, but not outstanding either."
4423,,18.0,,The subscription saves me so much time!
4424,23.0,1.0,9.0,Loved the variety and convenience of the meals!
4425,23.0,8.0,5.0,"The service was okay, but portions could be bigger."
4426,35.0,10.0,,"Some meals were great, others were average."
4427,23.0,10.0,8.0,"Healthy, tasty, and super easy to prepare!"
4428,21.0,5.0,5.0,"Some meals were great, others were average."
4429,21.0,1.0,7.0,"The service was okay, but portions could be bigger."
4430,30.0,,6.0,"The service was okay, but portions could be bigger."
4431,17.0,3.0,3.0,Delivery was late.
4432,21.0,15.0,3.0,I canceled my subscription after a week.
4433,32.0,14.0,7.0,"Not bad, but not outstanding either."
4434,26.0,1.0,6.0,"The service was okay, but portions could be bigger."
4435,26.0,23.0,,"Some meals were great, others were average."
4436,,1.0,8.0,"Healthy, tasty, and super easy to prepare!"
4437,26.0,4.0,,"Great meal plans, and customer service is fantastic."
4438,21.0,1.0,6.0,"Not bad, but not outstanding either."
4439,,15.0,6.0,"Some meals were great, others were average."
4440,19.0,11.0,8.0,"Healthy, tasty, and super easy to prepare!"
4441,31.0,3.0,4.0,Delivery was late.
4442,28.0,9.0,7.0,"Not bad, but not outstanding either."
4443,,1.0,8.0,Loved the variety and convenience of the meals!
4444,31.0,3.0,8.0,Loved the variety and convenience of the meals!
4445,23.0,3.0,3.0,Too expensive for the portion size.
4446,20.0,2.0,5.0,"Some meals were great, others were average."
4447,25.0,16.0,5.0,"Not bad, but not outstanding either."
4448,21.0,9.0,7.0,"Some meals were great, others were average."
4449,,2.0,,The subscription saves me so much time!
4450,31.0,2.0,10.0,"Great meal plans, and customer service is fantastic."
4451,,1.0,,"Not bad, but not outstanding either."
4452,,3.0,,I wish they had more flexible delivery times.
4453,25.0,5.0,9.0,"Great meal plans, and customer service is fantastic."
4454,29.0,2.0,,"Great meal plans, and customer service is fantastic."
4455,,9.0,,"Great meal plans, and customer service is fantastic."
4456,14.0,4.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
4457,,3.0,5.0,"Good quality, needs more variety."
4458,30.0,22.0,,The ingredients didn’t seem fresh.
4459,27.0,2.0,4.0,I canceled my subscription after a week.
4460,22.0,4.0,,Fresh ingredients and well-balanced meals—highly recommend!
4461,19.0,3.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
4462,,2.0,10.0,"Great meal plans, and customer service is fantastic."
4463,,1.0,,Loved the variety and convenience of the meals!
4464,24.0,2.0,9.0,"Healthy, tasty, and super easy to prepare!"
4465,34.0,15.0,6.0,"The service was okay, but portions could be bigger."
4466,20.0,11.0,5.0,"Good quality, needs more variety."
4467,,9.0,,"Healthy, tasty, and super easy to prepare!"
4468,25.0,4.0,8.0,"Healthy, tasty, and super easy to prepare!"
4469,16.0,5.0,7.0,"Not bad, but not outstanding either."
4470,24.0,2.0,8.0,Loved the variety and convenience of the meals!
4471,30.0,1.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
4472,,3.0,10.0,Loved the variety and convenience of the meals!
4473,18.0,5.0,10.0,"Great meal plans, and customer service is fantastic."
4474,,1.0,8.0,The subscription saves me so much time!
4475,21.0,1.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
4476,27.0,2.0,8.0,Loved the variety and convenience of the meals!
4477,29.0,,6.0,I wish they had more flexible delivery times.
4478,20.0,3.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
4479,21.0,1.0,4.0,Delivery was late.
4480,29.0,2.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
4481,,2.0,5.0,"Not bad, but not outstanding either."
4482,20.0,1.0,8.0,The subscription saves me so much time!
4483,19.0,3.0,5.0,"The service was okay, but portions could be bigger."
4484,27.0,1.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
4485,27.0,9.0,7.0,"Good quality, needs more variety."
4486,,3.0,4.0,The meals were bland and arrived late!
4487,25.0,3.0,8.0,"Great meal plans, and customer service is fantastic."
4488,33.0,1.0,6.0,"The service was okay, but portions could be bigger."
4489,20.0,2.0,9.0,Loved the variety and convenience of the meals!
4490,15.0,2.0,7.0,I wish they had more flexible delivery times.
4491,27.0,24.0,8.0,"Great meal plans, and customer service is fantastic."
4492,24.0,14.0,5.0,"Good quality, needs more variety."
4493,21.0,1.0,6.0,"Some meals were great, others were average."
4494,28.0,7.0,6.0,"Not bad, but not outstanding either."
4495,,2.0,9.0,"Healthy, tasty, and super easy to prepare!"
4496,14.0,1.0,10.0,Loved the variety and convenience of the meals!
4497,22.0,,5.0,"Not bad, but not outstanding either."
4498,37.0,1.0,9.0,The subscription saves me so much time!
4499,28.0,4.0,3.0,The meals were bland and arrived late!
4500,28.0,8.0,5.0,"Good quality, needs more variety."
4501,31.0,,5.0,"Not bad, but not outstanding either."
4502,25.0,24.0,4.0,The ingredients didn’t seem fresh.
4503,29.0,12.0,4.0,Too expensive for the portion size.
4504,29.0,11.0,8.0,Loved the variety and convenience of the meals!
4505,28.0,3.0,7.0,"Not bad, but not outstanding either."
4506,23.0,,8.0,"Great meal plans, and customer service is fantastic."
4507,26.0,10.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
4508,22.0,24.0,,The subscription saves me so much time!
4509,25.0,4.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
4510,19.0,24.0,7.0,"Not bad, but not outstanding either."
4511,21.0,1.0,5.0,"The service was okay, but portions could be bigger."
4512,24.0,,9.0,Fresh ingredients and well-balanced meals—highly recommend!
4513,20.0,1.0,6.0,I wish they had more flexible delivery times.
4514,22.0,,5.0,"Not bad, but not outstanding either."
4515,24.0,12.0,7.0,"The service was okay, but portions could be bigger."
4516,27.0,3.0,,"Not bad, but not outstanding either."
4517,30.0,18.0,,"The service was okay, but portions could be bigger."
4518,23.0,6.0,8.0,"Great meal plans, and customer service is fantastic."
4519,,,8.0,"Healthy, tasty, and super easy to prepare!"
4520,30.0,12.0,,"Good quality, needs more variety."
4521,,1.0,6.0,"Some meals were great, others were average."
4522,26.0,11.0,9.0,The subscription saves me so much time!
4523,27.0,2.0,8.0,"Great meal plans, and customer service is fantastic."
4524,31.0,2.0,10.0,Fresh ingredients and well-balanced meals—highly recommend!
4525,,7.0,9.0,Loved the variety and convenience of the meals!
4526,32.0,,9.0,The subscription saves me so much time!
4527,25.0,6.0,4.0,I canceled my subscription after a week.
4528,,,,The subscription saves me so much time!
4529,,11.0,,"Some meals were great, others were average."
4530,22.0,2.0,6.0,"Good quality, needs more variety."
4531,23.0,14.0,7.0,"Some meals were great, others were average."
4532,25.0,,9.0,Fresh ingredients and well-balanced meals—highly recommend!
4533,29.0,1.0,8.0,"Healthy, tasty, and super easy to prepare!"
4534,30.0,,5.0,"The service was okay, but portions could be bigger."
4535,24.0,2.0,8.0,Loved the variety and convenience of the meals!
4536,,,6.0,"Some meals were great, others were average."
4537,26.0,2.0,7.0,"Not bad, but not outstanding either."
4538,20.0,1.0,6.0,I wish they had more flexible delivery times.
4539,18.0,,7.0,"Good quality, needs more variety."
4540,,6.0,9.0,"Great meal plans, and customer service is fantastic."
4541,27.0,8.0,5.0,"The service was okay, but portions could be bigger."
4542,32.0,3.0,10.0,Loved the variety and convenience of the meals!
4543,25.0,11.0,,Too expensive for the portion size.
4544,26.0,1.0,6.0,"Good quality, needs more variety."
4545,31.0,6.0,8.0,Fresh ingredients and well-balanced meals—highly recommend!
4546,17.0,2.0,8.0,"Healthy, tasty, and super easy to prepare!"
4547,28.0,5.0,7.0,I wish they had more flexible delivery times.
4548,25.0,3.0,7.0,"Good quality, needs more variety."
4549,28.0,12.0,8.0,"Great meal plans, and customer service is fantastic."
4550,23.0,17.0,7.0,"Some meals were great, others were average."
4551,21.0,10.0,10.0,The subscription saves me so much time!
4552,26.0,1.0,9.0,Fresh ingredients and well-balanced meals—highly recommend!
4553,33.0,2.0,9.0,"Great meal plans, and customer service is fantastic."
4554,29.0,20.0,,I wish they had more flexible delivery times.
4555,22.0,4.0,,"The service was okay, but portions could be bigger."
4556,18.0,22.0,,"The service was okay, but portions could be bigger."
4557,17.0,3.0,5.0,"Some meals were great, others were average."
